GraphName,Seed,Nodes,Edges,Conflicts,Density,ConflictProbability,IsConnected
G250_D0.40_C0.20,1,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,2,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,3,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,4,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,5,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,6,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,7,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,8,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,9,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.20,10,250,12450,6332,0.4,0.2,True
G250_D0.40_C0.30,1,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,2,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,3,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,4,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,5,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,6,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,7,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,8,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,9,250,12450,9554,0.4,0.3,True
G250_D0.40_C0.30,10,250,12450,9554,0.4,0.3,True
G250_D0.60_C0.20,1,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,2,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,3,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,4,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,5,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,6,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,7,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,8,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,9,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.20,10,250,18675,6398,0.6,0.2,True
G250_D0.60_C0.30,1,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,2,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,3,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,4,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,5,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,6,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,7,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,8,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,9,250,18675,9452,0.6,0.3,True
G250_D0.60_C0.30,10,250,18675,9452,0.6,0.3,True
G300_D0.40_C0.20,1,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,2,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,3,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,4,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,5,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,6,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,7,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,8,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,9,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.20,10,300,17940,9143,0.4,0.2,True
G300_D0.40_C0.30,1,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,2,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,3,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,4,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,5,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,6,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,7,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,8,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,9,300,17940,13584,0.4,0.3,True
G300_D0.40_C0.30,10,300,17940,13584,0.4,0.3,True
G300_D0.60_C0.20,1,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,2,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,3,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,4,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,5,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,6,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,7,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,8,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,9,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.20,10,300,26910,8909,0.6,0.2,True
G300_D0.60_C0.30,1,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,2,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,3,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,4,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,5,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,6,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,7,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,8,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,9,300,26910,13273,0.6,0.3,True
G300_D0.60_C0.30,10,300,26910,13273,0.6,0.3,True
