GraphName,Seed,Nodes,Edges,Conflicts,Density,ConflictProbability,IsConnected
G20_D0.20_C0.05,1,20,38,9,0.2,0.05,True
G20_D0.20_C0.05,2,20,38,9,0.2,0.05,True
G20_D0.20_C0.05,3,20,38,6,0.2,0.05,True
G20_D0.20_C0.05,4,20,38,13,0.2,0.05,True
G20_D0.20_C0.05,5,20,38,11,0.2,0.05,True
G20_D0.20_C0.05,6,20,38,8,0.2,0.05,True
G20_D0.20_C0.05,7,20,38,12,0.2,0.05,True
G20_D0.20_C0.05,8,20,38,12,0.2,0.05,True
G20_D0.20_C0.05,9,20,38,6,0.2,0.05,True
G20_D0.20_C0.05,10,20,38,14,0.2,0.05,True
G20_D0.20_C0.10,1,20,38,22,0.2,0.1,True
G20_D0.20_C0.10,2,20,38,16,0.2,0.1,True
G20_D0.20_C0.10,3,20,38,15,0.2,0.1,True
G20_D0.20_C0.10,4,20,38,21,0.2,0.1,True
G20_D0.20_C0.10,5,20,38,25,0.2,0.1,True
G20_D0.20_C0.10,6,20,38,20,0.2,0.1,True
G20_D0.20_C0.10,7,20,38,23,0.2,0.1,True
G20_D0.20_C0.10,8,20,38,20,0.2,0.1,True
G20_D0.20_C0.10,9,20,38,15,0.2,0.1,True
G20_D0.20_C0.10,10,20,38,23,0.2,0.1,True
G20_D0.20_C0.20,1,20,38,44,0.2,0.2,True
G20_D0.20_C0.20,2,20,38,32,0.2,0.2,True
G20_D0.20_C0.20,3,20,38,35,0.2,0.2,True
G20_D0.20_C0.20,4,20,38,35,0.2,0.2,True
G20_D0.20_C0.20,5,20,38,46,0.2,0.2,True
G20_D0.20_C0.20,6,20,38,43,0.2,0.2,True
G20_D0.20_C0.20,7,20,38,49,0.2,0.2,True
G20_D0.20_C0.20,8,20,38,39,0.2,0.2,True
G20_D0.20_C0.20,9,20,38,29,0.2,0.2,True
G20_D0.20_C0.20,10,20,38,38,0.2,0.2,True
G20_D0.40_C0.05,1,20,76,11,0.4,0.05,True
G20_D0.40_C0.05,2,20,76,7,0.4,0.05,True
G20_D0.40_C0.05,3,20,76,9,0.4,0.05,True
G20_D0.40_C0.05,4,20,76,11,0.4,0.05,True
G20_D0.40_C0.05,5,20,76,7,0.4,0.05,True
G20_D0.40_C0.05,6,20,76,9,0.4,0.05,True
G20_D0.40_C0.05,7,20,76,9,0.4,0.05,True
G20_D0.40_C0.05,8,20,76,8,0.4,0.05,True
G20_D0.40_C0.05,9,20,76,6,0.4,0.05,True
G20_D0.40_C0.05,10,20,76,14,0.4,0.05,True
G20_D0.40_C0.10,1,20,76,21,0.4,0.1,True
G20_D0.40_C0.10,2,20,76,15,0.4,0.1,True
G20_D0.40_C0.10,3,20,76,19,0.4,0.1,True
G20_D0.40_C0.10,4,20,76,20,0.4,0.1,True
G20_D0.40_C0.10,5,20,76,16,0.4,0.1,True
G20_D0.40_C0.10,6,20,76,15,0.4,0.1,True
G20_D0.40_C0.10,7,20,76,21,0.4,0.1,True
G20_D0.40_C0.10,8,20,76,17,0.4,0.1,True
G20_D0.40_C0.10,9,20,76,15,0.4,0.1,True
G20_D0.40_C0.10,10,20,76,20,0.4,0.1,True
G20_D0.40_C0.20,1,20,76,44,0.4,0.2,True
G20_D0.40_C0.20,2,20,76,35,0.4,0.2,True
G20_D0.40_C0.20,3,20,76,40,0.4,0.2,True
G20_D0.40_C0.20,4,20,76,39,0.4,0.2,True
G20_D0.40_C0.20,5,20,76,29,0.4,0.2,True
G20_D0.40_C0.20,6,20,76,37,0.4,0.2,True
G20_D0.40_C0.20,7,20,76,50,0.4,0.2,True
G20_D0.40_C0.20,8,20,76,28,0.4,0.2,True
G20_D0.40_C0.20,9,20,76,32,0.4,0.2,True
G20_D0.40_C0.20,10,20,76,41,0.4,0.2,True
G20_D0.60_C0.05,1,20,114,5,0.6,0.05,True
G20_D0.60_C0.05,2,20,114,6,0.6,0.05,True
G20_D0.60_C0.05,3,20,114,12,0.6,0.05,True
G20_D0.60_C0.05,4,20,114,9,0.6,0.05,True
G20_D0.60_C0.05,5,20,114,13,0.6,0.05,True
G20_D0.60_C0.05,6,20,114,8,0.6,0.05,True
G20_D0.60_C0.05,7,20,114,9,0.6,0.05,True
G20_D0.60_C0.05,8,20,114,10,0.6,0.05,True
G20_D0.60_C0.05,9,20,114,11,0.6,0.05,True
G20_D0.60_C0.05,10,20,114,10,0.6,0.05,True
G20_D0.60_C0.10,1,20,114,14,0.6,0.1,True
G20_D0.60_C0.10,2,20,114,18,0.6,0.1,True
G20_D0.60_C0.10,3,20,114,20,0.6,0.1,True
G20_D0.60_C0.10,4,20,114,19,0.6,0.1,True
G20_D0.60_C0.10,5,20,114,18,0.6,0.1,True
G20_D0.60_C0.10,6,20,114,16,0.6,0.1,True
G20_D0.60_C0.10,7,20,114,19,0.6,0.1,True
G20_D0.60_C0.10,8,20,114,21,0.6,0.1,True
G20_D0.60_C0.10,9,20,114,21,0.6,0.1,True
G20_D0.60_C0.10,10,20,114,20,0.6,0.1,True
G20_D0.60_C0.20,1,20,114,29,0.6,0.2,True
G20_D0.60_C0.20,2,20,114,40,0.6,0.2,True
G20_D0.60_C0.20,3,20,114,40,0.6,0.2,True
G20_D0.60_C0.20,4,20,114,39,0.6,0.2,True
G20_D0.60_C0.20,5,20,114,34,0.6,0.2,True
G20_D0.60_C0.20,6,20,114,36,0.6,0.2,True
G20_D0.60_C0.20,7,20,114,44,0.6,0.2,True
G20_D0.60_C0.20,8,20,114,40,0.6,0.2,True
G20_D0.60_C0.20,9,20,114,42,0.6,0.2,True
G20_D0.60_C0.20,10,20,114,33,0.6,0.2,True
G50_D0.20_C0.05,1,50,245,58,0.2,0.05,True
G50_D0.20_C0.05,2,50,245,50,0.2,0.05,True
G50_D0.20_C0.05,3,50,245,63,0.2,0.05,True
G50_D0.20_C0.05,4,50,245,53,0.2,0.05,True
G50_D0.20_C0.05,5,50,245,70,0.2,0.05,True
G50_D0.20_C0.05,6,50,245,51,0.2,0.05,True
G50_D0.20_C0.05,7,50,245,54,0.2,0.05,True
G50_D0.20_C0.05,8,50,245,60,0.2,0.05,True
G50_D0.20_C0.05,9,50,245,66,0.2,0.05,True
G50_D0.20_C0.05,10,50,245,59,0.2,0.05,True
G50_D0.20_C0.10,1,50,245,117,0.2,0.1,True
G50_D0.20_C0.10,2,50,245,109,0.2,0.1,True
G50_D0.20_C0.10,3,50,245,127,0.2,0.1,True
G50_D0.20_C0.10,4,50,245,114,0.2,0.1,True
G50_D0.20_C0.10,5,50,245,128,0.2,0.1,True
G50_D0.20_C0.10,6,50,245,120,0.2,0.1,True
G50_D0.20_C0.10,7,50,245,111,0.2,0.1,True
G50_D0.20_C0.10,8,50,245,114,0.2,0.1,True
G50_D0.20_C0.10,9,50,245,126,0.2,0.1,True
G50_D0.20_C0.10,10,50,245,113,0.2,0.1,True
G50_D0.20_C0.20,1,50,245,233,0.2,0.2,True
G50_D0.20_C0.20,2,50,245,232,0.2,0.2,True
G50_D0.20_C0.20,3,50,245,250,0.2,0.2,True
G50_D0.20_C0.20,4,50,245,247,0.2,0.2,True
G50_D0.20_C0.20,5,50,245,228,0.2,0.2,True
G50_D0.20_C0.20,6,50,245,249,0.2,0.2,True
G50_D0.20_C0.20,7,50,245,252,0.2,0.2,True
G50_D0.20_C0.20,8,50,245,247,0.2,0.2,True
G50_D0.20_C0.20,9,50,245,242,0.2,0.2,True
G50_D0.20_C0.20,10,50,245,222,0.2,0.2,True
G50_D0.40_C0.05,1,50,490,63,0.4,0.05,True
G50_D0.40_C0.05,2,50,490,64,0.4,0.05,True
G50_D0.40_C0.05,3,50,490,68,0.4,0.05,True
G50_D0.40_C0.05,4,50,490,54,0.4,0.05,True
G50_D0.40_C0.05,5,50,490,54,0.4,0.05,True
G50_D0.40_C0.05,6,50,490,62,0.4,0.05,True
G50_D0.40_C0.05,7,50,490,74,0.4,0.05,True
G50_D0.40_C0.05,8,50,490,51,0.4,0.05,True
G50_D0.40_C0.05,9,50,490,64,0.4,0.05,True
G50_D0.40_C0.05,10,50,490,55,0.4,0.05,True
G50_D0.40_C0.10,1,50,490,114,0.4,0.1,True
G50_D0.40_C0.10,2,50,490,129,0.4,0.1,True
G50_D0.40_C0.10,3,50,490,131,0.4,0.1,True
G50_D0.40_C0.10,4,50,490,115,0.4,0.1,True
G50_D0.40_C0.10,5,50,490,114,0.4,0.1,True
G50_D0.40_C0.10,6,50,490,126,0.4,0.1,True
G50_D0.40_C0.10,7,50,490,130,0.4,0.1,True
G50_D0.40_C0.10,8,50,490,95,0.4,0.1,True
G50_D0.40_C0.10,9,50,490,128,0.4,0.1,True
G50_D0.40_C0.10,10,50,490,123,0.4,0.1,True
G50_D0.40_C0.20,1,50,490,236,0.4,0.2,True
G50_D0.40_C0.20,2,50,490,248,0.4,0.2,True
G50_D0.40_C0.20,3,50,490,256,0.4,0.2,True
G50_D0.40_C0.20,4,50,490,257,0.4,0.2,True
G50_D0.40_C0.20,5,50,490,237,0.4,0.2,True
G50_D0.40_C0.20,6,50,490,251,0.4,0.2,True
G50_D0.40_C0.20,7,50,490,268,0.4,0.2,True
G50_D0.40_C0.20,8,50,490,222,0.4,0.2,True
G50_D0.40_C0.20,9,50,490,260,0.4,0.2,True
